addr,name,comment
0x0F500,TDMFWEMI,axis -
0x0F931,KFRLMN,axis Upm
0x0FA9A,FZANSSM1_0_A,axis Grad C
0x0FB7D,FZANSSM2_0_A,axis Grad C
0x0FC29,ZLASOHML,axis -
0x0FF6F,KLDPDK,axis -
0x0FFFF,FUEPMLD,axis -
0x11D7B,WDKUGDN,axis Upm
0x12361,TLDOBAN,axis Upm
0x12607,CW_NOROMCODECHKRESET,constant
0x1260D,ESKONF,table -
0x12614,NDECJ,constant 1/min
0x12615,Min. Ubat-threshold f. release of the BSP752R-power stage diagnosis,constant V
0x12616,Max. Ubat-threshold f. release of the BSP 752 R-power stage diagnosis,constant V
0x126A2,"Map """"Bosch II 16""""",axis Upm
0x126AC,"Map """"Bosch II 16""""",axis -
0x126B2,"Map """"Bosch II 16""""",table -
0x126EB,KFATMZW2,axis %
0x126EC,KLATMZWE,axis %
0x126F3,Fuel cut in map depending on rpm,axis
0x12702,KFLDRQ0,axis hPa
0x12730,KFMRES,axis 1/min
0x12737,Acceleration enrichment factor KFBAKL,axis RPM
0x12751,KFFLDEO,axis RPM
0x12763,Phase correction,axis Upm
0x12776,KFZWWLNM,axis 1/min
0x12784,WDKUGDN,axis
0x127B3,KFLDRQ1,axis U/min
0x127C4,KFLDIOPU,axis hPa
0x127D2,FZWWLRLN,axis %
0x127FF,KFFWLRL_0_A,axis %
0x12812,KFFKASX,axis Grad C
0x1281E,KFLDHBN,axis gradC
0x12827,Delta ignition sparc advance during engine warm up phase,axis Grad C
0x12839,KFMRESKH,axis tmot
0x12844,Fuel cut in map depending on rpm,axis Grad C
0x12850,KFNLLNST,axis Grad C
0x12858,KFRLMN,axis Grad C
0x12867,KLMRESLI,axis Grad C
0x12868,DZWDYN,axis Grad C
0x1287A,MDSM,axis Grad C
0x12885,KFFWL,axis Grad C
0x12892,KFNLLNST,axis s
0x128A2,KFWPLGTA,axis °C
0x128A3,"Map """"Bosch III 8""""",axis -
0x128AB,Map lambda desired engine with catalytic converter heating,axis Grad C
0x128AF,"Map """"Bosch III 8""""",axis -
0x128B7,"Map """"Bosch III 8""""",table -
0x128C1,KFFLLDE,axis KW
0x128CA,KFFSLDE,axis Grad KW
0x128D3,KFFLDEO,axis KW
0x12A15,ETADZW,table %
0x12A8D,ETALAM,curve %
0x12AA2,KFZWOP-STD,table gradKW
0x12B52,KFZWOP-MAX,table gradKW
0x12C02,KFZWOP-STD - Chassis 3,table gradKW
0x12CB2,KFZWOP-MAX - Chassis 3,table gradKW
0x12D62,CWNMAXMD,constant -
0x12D63,MDIMX,constant %
0x12D71,VNMX,constant km/h
0x12D72,CREDSTU,table
0x12D73,DMIZWMN,table %
0x12D79,FRLMNHO,axis Grad C
0x12D7E,FRLMNHO,table -
0x12D85,ZWAPPL,constant grad KW
0x12D88,FFLDZ,axis V
0x12D90,FFLDZ,curve ms
0x12DAC,KFFFANZ,axis Grad C
0x12DB4,KFFFANZ,axis 1/min
0x12DBC,KFFFANZ,table
0x12DFE,KFFFANZ,axis Grad C
0x12E06,KFFFANZ,axis 1/min
0x12E0E,KFFFANZ,table 1 : 1 conversion (dez/hex)
0x12E4E,DZWETA,curve grad KW
0x12E74,"Char. map corr. of lambda setpoint value the cont. lambda controller, bank 2",axis %
0x12F19,DNTIPDYN,constant U/min/s
0x12F1A,DNZWMN,constant Upm
0x12F2B,KFZWMN,table grad KW
0x12FEB,KFZWMNKH,table Grad KW
0x130AB,KFZWMNST_0_A,table Grad KW
0x1316B,KFZWMNST_1_A,curve Grad KW
0x1322B,KFZWMS,curve Grad KW
0x13230,TTIPINEN,constant s
0x13391,KFZW,axis %
0x133B1,KFZW,table gradKW
0x13471,KFZW2,table gradKW
0x13531,KFZW - Chassis 3,table gradKW
0x135F1,KFZW2 - Chassis 3,table gradKW
0x136B2,CWSAWE,table
0x136B3,DNSAH_0_A,table 1/min
0x136B4,DNSAL_0_A,table 1/min
0x136B5,DNSAH_1_A,table 1/min
0x136B6,DNSAL_1_A,table 1/min
0x136BB,DVSA,table km/h
0x136D3,NHMAX,curve U/min
0x13754,"Char. map corr. of lambda setpoint value the cont. lambda controller, bank 2",table -
0x1379E,FMDWAT,curve -
0x13801,Codeword for R Pedal maps,constant -
0x13802,MDNORM,table Nm
0x13804,CAN,constant s
0x1380F,CWGGLSU,table
0x1382D,TASHS,table Grad C
0x13831,TLRHS,table s
0x13832,CLRSKA,constant -
0x13835,KFDLSAO,table -
0x138A5,KFKHFM,axis Upm
0x138A7,"Char. map corr. of lambda setpoint value the cont. lambda controller, bank 2",axis Upm
0x138B3,KFKHFM,axis %
0x138C1,KFKHFM,table -
0x13986,ZMLRO,table s
0x13997,KRVST,table
0x139D9,KFMDWMX,axis km/h
0x139DF,KFMDWMX,axis Grad C
0x139E7,KFMDWMX,table %
0x13A26,DN10BURN,table U/min
0x13A27,IMLHS,table kg
0x13A2A,KFHSTT_0_A,axis Grad C
0x13A30,Faktor Heißstart,axis Grad C
0x13A33,Faktor Heißstart,table -
0x13A47,KFWHSTT_0_A,axis Grad C
0x13A4D,KFWHSTT_0_A,axis
0x13A53,KFWHSTT_0_A,table -
0x13A55,"Map """"Bosch II 8""""",table -
0x13A87,KFWKSTN,axis Grad C
0x13A8B,KFWKSTN,axis Upm
0x13A8F,KFWKSTN,table -
0x13AA1,KFWKSTT,axis Grad C
0x13AAD,KFWKSTT,axis
0x13ABB,KFWKSTT,curve -
0x13B71,Schwelle Temperaturdifferenz Ansaugluft für Heißstart,axis Grad C
0x13B79,Schwelle Temperaturdifferenz Ansaugluft für Heißstart,table Grad C
0x13B81,Ansauglufttemperatur - Schwelle heiß,constant Grad C
0x13B82,Motortemperatur - Schwelle heiß,constant Grad C
0x13B83,Motortemperatur Heißstartgrenze,constant Grad C
0x13B86,Schwelle Temperaturdifferenz Wassertemperatur für Heißstart,axis Grad C
0x13B89,Schwelle Temperaturdifferenz Wassertemperatur für Heißstart,table Grad C
0x13B8E,Schwelle erkannte Verbrennungen für Wiederholstart,constant
0x13B8F,KFFWLRL_0_A,curve -
0x13BBF,KFFWLRL_1_A,table -
0x13BEF,KFWWLML_0_A,table -
0x13CA7,"Map """"Bosch II 8""""",axis -
0x13CAF,"Map """"Bosch II 8""""",axis -
0x13CB7,"Map """"Bosch II 8""""",table -
0x13D6F,CWMDZUL,constant
0x13D70,KFDMT,table %
0x13DB0,KFMOF,table %
0x13DF0,KLDMMX,curve %
0x13DF8,KLLLRZU,curve %
0x13E00,KLMIMAX,curve %
0x13E08,KLMZUMN,table %
0x13E10,NSTART,constant 1/min
0x13E11,NSTEND,constant 1/min
0x13E12,KFMOF,axis %
0x13E1C,KFZW_UM,axis Upm
0x13E25,KFDMT,axis TMOT Grad C
0x13E2E,KFPZU,axis %PED
0x13E36,TANSMN,constant
0x13E37,TMMKH,constant s
0x13E38,TMNSMN,constant Grad C
0x13E39,TMOMIN,constant Grad C
0x13E3A,TNSOF,constant s
0x13E8B,CWARMD,constant
0x13E8E,FRARHG,axis gangi
0x13E94,FRARHG,curve -
0x13EA2,TMLAST,constant s
0x13EA5,TVKUPAR,constant s
0x13EA6,TVKUPHS,table s
0x13EAC,TVKUPRS,table s
0x13EB2,TZSPINI,constant s
0x13FA4,"Map """"Bosch II 8""""",axis -
0x13FAA,"Map """"Bosch II 8""""",axis -
0x13FB0,"Map """"Bosch II 8""""",table -
0x13FDD,CWBGFKMS,constant
0x13FDF,KUMSRL,constant (kg/h)/(1/min)(%)
0x13FE0,KVLAD,constant %
0x13FE9,DPUPS,constant hPa
0x13FFC,ZUPVDIMN,constant
0x140AD,Desired pressure ratio throttle plate in stationary condition - KFVPDKSE,axis
0x14660,"Map """"Bosch II 8""""",axis -
0x1466C,"Map """"Bosch II 8""""",axis -
0x14678,"Map """"Bosch II 8""""",table -
0x14709,Minimum engine speed for calculation of throttle angle default value from charge,constant 1/min
0x1470A,TDKPAW,table s
0x1470C,TFWDKPN,axis 1/min
0x14712,TFWDKPN,curve s
0x14772,CWWL,table
0x14773,DLAMNSWL,table -
0x147B7,KLWDKPED,axis %PED
0x147BA,KLWDKPED,curve %DK
0x147C1,GWPLDU,constant %
0x147C2,HDLDSUA,constant hPa
0x147C3,HSLDSUA,constant hPa
0x147C4,PIDLDSUA,constant -
0x147C5,SDLDSUA,curve hPa
0x147D5,SVDLDUVS,curve -
0x14B5A,"Map """"Bosch II 8""""",axis -
0x14B5D,"Map """"Bosch II 8""""",axis -
0x14B62,"Map """"Bosch II 8""""",table -
0x14EE3,CW_NOROMCHKRESET,constant
0x14F17,KFDMDARO,axis gangi
0x14F3C,KFMRESNL,axis %
0x14F46,"Map """"Bosch II 16""""",axis -
0x14F50,"Map """"Bosch II 16""""",axis -
0x14F5E,"Map """"Bosch II 16""""",table -
0x14F7E,KFWPLGTA,axis 1/min
0x14F90,KFVPDKSD,axis U/min
0x14FAA,KFLDRL,axis U/min
0x14FCC,KFMDS_1,axis 1/min
0x14FEE,KFZW1,axis RPM
0x1502C,KFZW1,axis %
0x15046,KFMRESTA,axis Grad C
0x1504E,"Map """"Bosch II 16""""",table -
0x1505C,KFVPDKSD,axis -
0x1505E,KFVPDKS,table -
0x150A8,WNWREO,constant Grad KW
0x150FC,KFDMDPO,axis %
0x15108,KFDMDPO,axis
0x15110,KFDMDPO,table %
0x15174,"Map """"Bosch II 16""""",axis -
0x15184,"Map """"Bosch II 16""""",axis -
0x15190,"Map """"Bosch II 16""""",table -
0x15252,Delta torque: release of load reversal damping at open lockup clutch,axis 1/min
0x15262,Delta torque: release of load reversal damping at open lockup clutch,axis
0x15265,Delta torque: release of load reversal damping at open lockup clutch,table %
0x1529A,KFMIFABG_1_A,axis %
0x152AA,KFMIFABG_1_A,axis 1/min
0x152BA,KFMIFABG_1_A,table %
0x1533E,KFMIFABGWK,axis %
0x1534E,KFMIFABGWK,axis 1/min
0x15356,KFMIFABGWK,table %
0x15398,KFMIFALS,axis
0x153A0,KFMIFALS,axis %
0x153B0,KFMIFALS,table %
0x15434,Initial value for positive torque slope limitation,axis %
0x15440,Initial value for positive torque slope limitation,axis 1/min
0x15450,Initial value for positive torque slope limitation,table %
0x154B8,MRFALLO,table %
0x154BA,Lower threshold of relative torque for idle detection,constant %
0x154C6,TDMFWEMI,axis %
0x154D6,TDMFWEMI,curve s
0x154E8,TIPINOFSET,axis 1/min
0x154F0,TIPINOFSET,table %
0x154FA,KFPEDR,curve -
0x1567C,KFPED,axis RPM
0x15696,KFPED,axis %
0x156B7,DZWOLA,axis Grad C
0x156C1,DZWOLA,table grad KW
0x156CC,KFMIOP,table %
0x1582E,KFMDS_1,axis %
0x15844,DNMAX,table U/min
0x15846,DNMAXDZ,table U/min
0x15848,DNMAXH,constant RPM
0x1584A,ITNMAXP,constant s
0x1584C,ITNMXH,constant s
0x1584E,NMAX,constant U/min
0x15850,NMAXDV,table U/Min
0x15852,Integrator gain for engine speed limitation in case of throttle actuator error,constant U/Min
0x15854,?,constant U/Min
0x15856,Engine speed limit for condition double ignition,constant U/Min
0x15858,NMAXOG,constant U/min
0x1585A,Maximaldrehzahl bei unbekannter Drosselklappenposition,constant U/min
0x1585C,TNMXH,constant s
0x1585E,FWPEDRLS,constant -
0x15864,KFMIRL,axis RPM
0x15884,KFMIRL,axis miopt_w
0x158A4,KFMIRL,table rl_w
0x15AA6,ZKDRLSOL,constant s
0x15ACC,KFSZT,axis V
0x15AD4,Closing time map,axis Upm
0x15AE4,Closing time map,table ms
0x15B66,KFZWSTTM,axis 1/min
0x15B6C,KFZWSTTM,axis Grad C
0x15B72,Ignition angle during start,table Grad KW
0x15BA0,ZWSPTIP,constant s
0x15BCF,Fuel cut-in engine speed,axis U/min/s
0x15BD4,Fuel cut-in engine speed,table Upm
0x15BDB,Delta Fuel cut-in engine speed with Drive,axis U/min/s
0x15BE0,Delta Fuel cut-in engine speed with Drive,table Upm
0x15BE6,Delay time for CPV closing for fuel cut off,constant s
0x15BE8,Delay fuel cut off at gear 0,constant s
0x15C8A,"Map """"Bosch II 16""""",axis -
0x15C96,"Map """"Bosch II 16""""",axis -
0x15CA2,"Map """"Bosch II 16""""",table -
0x15D21,KLTATRS,axis 1/min
0x15D27,KLTATRS,curve Grad C
0x15D35,TLRVAM_1,axis Grad C
0x15D3C,TLRVAM_1,table s
0x15D54,O2VK,axis uA
0x15D74,O2VK,table % O2
0x15D94,TABGL,table s
0x15D96,TABGS,table s
0x15D98,Dead time for switch-over: CJ120/CJ125 for electrical adjustment,constant s
0x15D9A,TVABGL,table s
0x15D9C,LSU,constant V
0x15D9E,Filter time constant for LSU voltage adjustment upstream of the catalyzer,constant s
0x15DA8,KLKTKVK,axis K
0x15DBE,KLKTKVK,curve -
0x15DE6,LALIO,axis % O2
0x15E18,LALIO,table -
0x15E7D,TLRBAM,axis Grad C
0x15E85,TLRBAM,curve s
0x15E97,TLRVAM,axis Grad C
0x15E9F,TLRVAM,curve s
0x15EB2,LALIUSH,axis V
0x15EC6,LALIUSH,curve -
0x15F0A,"Map """"Bosch III 16/8""""",axis -
0x15F0F,"Map """"Bosch III 16/8""""",axis V
0x15F17,"Map """"Bosch III 16/8""""",table -
0x15F44,KFLRST,axis U/min
0x15F52,KFLRST,axis %
0x15F53,KFWWLML_0_A,axis Grad C
0x15F62,Continuous lambda control,table s
0x15FD6,KFLRST,axis -
0x15FE3,KFFWLRL_1_A,axis Grad C
0x15FE4,KFLRST,axis -
0x15FF4,KFLRST,table -
0x1608E,KFIGESWK,axis -
0x16094,KFIGESWK,axis gangi
0x1609C,KFIGESWK,table -
0x160CC,NGANGMIN,table U/min
0x160CE,NVQUOT1O,table (U/min)/(km/h)
0x160D0,NVQUOT1U,table (U/min)/(km/h)
0x160D2,NVQUOT2O,table (U/min)/(km/h)
0x160D4,NVQUOT2U,table (U/min)/(km/h)
0x160D6,NVQUOT3O,table (U/min)/(km/h)
0x160D8,NVQUOT3U,table (U/min)/(km/h)
0x160DA,NVQUOT4O,table (U/min)/(km/h)
0x160DC,NVQUOT4U,table (U/min)/(km/h)
0x160DE,NVQUOT5O,table (U/min)/(km/h)
0x160E0,NVQUOT5U,table (U/min)/(km/h)
0x160E2,NVQUOT6O,table (U/min)/(km/h)
0x160E4,NVQUOT6U,table (U/min)/(km/h)
0x160E6,MLMIN,constant kg/h
0x160E8,MAF,table
0x161EA,FMLDMXKO,table -
0x161EE,KFMLDMX,axis Throttle#
0x161FE,KFMLDMX,axis RPM
0x16208,KFMLDMX,table -
0x16298,MLDHFMKO,table kg/h
0x1629A,CWFKMSDKA,table
0x162F6,KFWKSTAB,axis s
0x162FE,Faktor Wiederholkaltstart zur Reduzierung der Startmenge,axis Grad C
0x16302,Faktor Wiederholkaltstart zur Reduzierung der Startmenge,table -
0x16314,Schwelle Abstellzeit für Wiederholstart,axis Grad C
0x1632C,Schwelle Abstellzeit für Wiederholstart,table s
0x1647C,KFZWKS,axis Upm
0x1648C,KFZWKS,axis %
0x16496,KFZWKS,table grad KW
0x16538,WKSVN,curve grad KW
0x1655C,TEMIN,constant ms
0x1655E,TEMINVA,constant ms
0x16560,KLMIMIN,curve %
0x16570,Filter time constant for delayed moment for torque monitoring,constant s
0x16572,Delay time for permissible torque in torque monitoring,constant s
0x16574,TNSC,constant s
0x16576,TEGA,constant s
0x16580,FPVMXP,table -
0x165AC,KFRARHG,axis
0x165B2,KFRARHG,axis Upm
0x165B8,KFRARHG,table %/Upm
0x165DE,DNFILO,constant U/min
0x165E0,NDFILOG,curve U/min
0x16656,DFKMSMN,constant -
0x16658,DFKMSMX,constant -
0x1665A,FKMSDKMN,constant -
0x1665C,FKMSDKMX,constant -
0x16660,FWRLDKNM,axis U/min
0x1666C,FWRLDKNM,curve -
0x1667C,KFMSNWDK,axis %
0x1669C,KFMSNWDK,axis RPM
0x166A8,KFMSNWDK,curve kg/h
0x16768,Air discharge characteristic (KLAF),table
0x16B52,LADFIL,table -
0x16B54,Air mass flow threshold for multipl. Balance of HFM and DK mass flow (MLFKMSDK),constant kg/h
0x16B56,PSPVDKUG,table -
0x16B58,(PSSOLNGRD),table hPa/s
0x16B5A,PSSOLPF,table hPa/s
0x16B5C,PSSOLPGRD,table hPa/s
0x16B5E,Release time delay adjustment after start end (TDABGLST),constant s
0x16B60,TDPSSOL,table s
0x16B62,WDKUGDN,curve %
0x16B7C,Fast adaptation time constant mass flow (in comparison with HFM signal (ZKMSDKTHFM),axis -
0x16B8C,Fast adaptation time constant mass flow (in comparison with HFM signal (ZKMSDKTHFM),table s
0x16B9C,DRLSOLMF,table %
0x16BA0,FPWDKAPP,axis % PED
0x16BE2,FUEPMLD,axis %
0x16BEA,FUEPMLD,table -
0x16BF6,KFWDKMSN,axis kg/h
0x16C16,KFWDKMSN,axis RPM
0x16C22,KFWDKMSN,table %
0x16C72,Delay time fuel cutoff at high speeds and high-temperature KAT,axis Grad C
0x16CE8,Applikationswert für Soll-Ladedruck,constant hPa
0x16CEA,TWDKSV,curve s
0x16D08,ZPVDKR,axis -
0x16D14,ZPVDKR,curve s
0x16E30,"Map """"Bosch II 8""""",axis -
0x16E34,"Map """"Bosch II 8""""",axis -
0x16E39,"Map """"Bosch II 8""""",table -
0x1719E,NPVDGMN,constant 1/min
0x171A0,PVDE,constant hPa
0x171A2,DSVDGRAD,constant hPa/V
0x171A4,DSVDOFS,constant hPa
0x171A6,NPVDSEG,constant 1/min
0x171A8,UDSVDMN,constant V
0x171AA,UDSVDMX,constant V
0x171B0,KFLANS,axis Grad C
0x171BC,KFLANS,axis
0x171D4,KFLANS,curve -
0x1722C,FVERZDYN,axis -
0x17316,"Map """"Bosch II 16""""",axis -
0x17336,"Map """"Bosch II 16""""",axis -
0x1734E,"Map """"Bosch II 16""""",table -
0x17436,KFZNSM,axis Grad C
0x174CE,Desired pressure ratio throttle plate in dynamic condition - KFVPDKSD,table
0x175EE,Desired pressure ratio throttle plate in stationary condition - KFVPDKSE,table
0x1770E,TDPDK,constant s
0x17712,KLPND,axis V
0x17718,KLPND,table kPa
0x17770,LC_SPEED_THRESHOLD,constant km/h
0x17771,LC_NLS_TEMPERATURE_THRESHOLD,constant -
0x17772,LC_MIN_RPM_IGNITION_RETARD,constant RPM
0x17773,LC_TARGET_RPM,constant rpm
0x17774,LC_NLS_IGNITION_CUT_DURATION,constant ms
0x17775,LC_PEDAL_THRESHOLD,constant %
0x17776,LC_NLS_RPM_THRESHOLD,constant rpm
0x17777,LC_IGNITION_ANGLE,constant -
0x17778,CEL_SHIFT_RPM,constant
0x17779,CEL_KNOCK_DETECTION_THRESHOLD,constant *
0x1777A,RA_TARGET_RPM,constant rpm
0x1777B,RA_IGNITION_ANGLE,constant -
0x1777D,RA_MIN_RPM_IGNITION_RETARD,constant RPM
0x1777E,RA_MIN_PEDAL_POS,constant %
0x17801,Identifier for requesting a reset pulse control factor from function monitoring,constant
0x17802,UMRST_TV_UM,constant
0x1780A,Error tolerance time for engine speed monitoring function for monitoring,constant ms
0x1780B,Allowed difference between mot and nz_um in function monitoring,constant Upm
0x1780C,Minimum speed for engine speed monitoring function monitoring,constant Upm
0x1780D,Entprellzeit für Abschaltung der Nachstartaufweitung,constant ms
0x1780E,Motordrehzahlschwelle für Unterdrehzahl-Ausstieg für die Fkt.-Überwachung,constant Upm
0x1780F,Motordrehzahlschwelle für Startende in der Fkt.-Überwachung,constant Upm
0x17810,Ansauglufttemperaturschwelle zur Nachstartaufweitung in der Fkt.-Überwachung,constant Grad C
0x17811,Motortemperaturschwelle für die Nachstartaufweitung in der FKT.-Überwachung,constant Grad C
0x17812,Fehlertoleranzzeit der Zündwinkelüberwachung in der Funktionsüberw.,constant
0x17813,ZYLANZ_UM,table
0x17814,IP1A_MX_UM,table V
0x17815,IP2A_MN_UM,table V
0x17816,Fehlertoleranzzeit für unteren DK-Anschlag im ungültigen Bereich f. d. Fktüberw.,constant ms
0x17819,KFRLWDK_UM,axis %
0x17821,KFRLWDK_UM,axis Upm
0x17829,KFRLWDK_UM,table %
0x17869,Engine speed threshold for the rl/rlip comparison in function monitoring,constant Upm
0x1786A,Fehlertoleranzzeit für den rl-Vergleich mit der Funktion in der Funktionsüberw.,constant ms
0x1786B,Filter time constant for delayed load information rlipt_um in function monitor.,constant ms
0x1786C,Delay time for load information rlip_um in functioning monitoring,constant ms
0x1786D,Fault tolerance time for the rl/rlip comparison in function monitoring,constant ms
0x1786E,Offset for tolerance straight line f(rl_um) for rlipf_um in function monitoring,constant %
0x1786F,Increase for tolerance straight line f(rl_um) for rlipf_um in function monitor.,constant
0x17870,SP12LL_UM,table %
0x17871,SP12VG_UM,table %
0x17872,SPSC_MIN_UM,constant %
0x17873,Fault time for nominal values in func. monitor. which are mutually not plaus.,constant ms
0x17874,SPSVG_UM,table %
0x17881,KFMI_UM,axis Upm
0x1788A,KFMI_UM,axis %
0x17893,KFMI_UM,axis %
0x1789B,KFMI_UM,curve %
0x178DB,KFZW_UM,table grad KW
0x1791B,KLETAZW_UM,curve %
0x1791C,KLETAZW_UM,axis Grad C
0x17924,KLETAZW_UM,table %
0x17C67,AUSGH_T_UM,table ms
0x17C68,AUSG_T_UM,table -
0x17C69,AUSZH_T_UM,table ms
0x17C6A,AUSZ_T_UM,table -
0x17CB0,DSMGRAD,constant -
0x17CB2,DSMOFS,constant -
0x17CC4,MAP,axis RPM
0x17CD0,MAP,axis mBar
0x17CDC,MAP,table -
0x17E34,LKRN,axis Upm
0x17E44,KRMXN,axis Upm
0x18002,CDSLSE,constant -
0x1800F,CDKAT,constant -
0x18012,CDKVS,constant -
0x18015,Hardware identification: EPROM-Stüli-Nummer,axis ?
0x1801F,Hardware identification: Software-Typ-Teile-Nummer,axis ?
0x18029,AUTOGET,constant -
0x1802B,CWMDAPP,constant
0x1802F,EPRSLNR,curve 1 : 1 conversion (dez/hex)
0x18038,Hardware identification: Software-Typ-Teile-Nummer,table
0x18094,NMNWSTMN,table 1/min
0x18123,FNWSKRE,axis Grad KW
0x18126,FNWSKRE,curve -
0x1812B,KFNWTME,axis Grad C
0x1812F,KFNWTME,axis Grad C
0x18133,KFNWTME,table -
0x18144,NWTMKHE,axis Grad C
0x1814A,NWTMKHE,curve -
0x18150,TNWWSPE,constant s
0x18218,FKFPEDV,axis km/h
0x1821A,FKFPEDV,curve -
0x182B2,Gain P component of the VMAX control,table %/km/h
0x182BA,Speed prediction for VMAX control,table s
0x182CE,KFRLMNSA,curve %
0x182EC,DATADBID,axis ?
0x182F6,DATANAME,axis ?
0x18300,DATAPROJ,axis ?
0x1830A,ECUVOLVOID,axis ?
0x18316,KFRLMN,table %
0x18370,Phase correction,table grad KW
0x18376,Map,constant -
0x18378,DZWDYN,curve grad KW
0x18380,DZWSPM,curve grad KW
0x18383,KFRLMNSA,table %
0x1838C,Fuel cut in map depending on rpm,table Upm
0x183B4,KFTVSA,table s
0x183DC,"Map """"Bosch II 8""""",axis -
0x183E4,"Map """"Bosch II 8""""",axis -
0x183E8,"Map """"Bosch II 8""""",table -
0x18409,ECUVOLVONO,axis ?
0x1842F,NLLMG,axis Deg C
0x1844A,KFHLAMN,axis Grad C
0x1844E,KFHLAMN,axis Grad C
0x18452,KFHLAMN,table 1/min
0x18462,KFNLLNST,curve 1/min
0x18486,KFZNSM,curve s
0x18489,PGMDBID,axis ?
0x18493,PGMNAME,axis ?
0x1849D,PGMPROJ,axis ?
0x184AB,KLNLLV,axis km/h
0x184B0,KLNLLV,curve 1/min
0x184B5,Engine speed follow-up inhibition band,constant 1/min
0x184B6,LBZO1,table %
0x184B7,LBZO2,table %
0x184B8,LBZU,table %
0x184B9,NFS2M,curve 1/min
0x184C8,NLL2M,table 1/min
0x184CE,NLLMG,table RPM
0x184FE,NLLMIN,constant 1/min
0x18502,NSKS,table 1/min
0x18503,NSL,table 1/min
0x18504,NSLBZFS,table 1/min
0x18505,NSLBZLL,table 1/min
0x18506,Engine speed threshold to switch the target speed due to lbz,constant 1/min
0x18507,Desired speed when PWG-signals malfunction,constant 1/min
0x18508,NSNLDG,table 1/min
0x18509,NSNOT,table 1/min
0x1850A,NSOLMX,table 1/min
0x1850C,NSTOEL,axis Grad C
0x18510,NSTOEL,table 1/min
0x18515,NZHDTL,axis %
0x1851B,NZHDTL,curve 1/min
0x18522,NZHITL,axis %
0x18528,NZHITL,curve 1/min
0x1852F,NLLMG,axis Gear
0x18538,KFMRESKH,axis dns
0x1854C,CWLLDE,constant
0x1854D,DMRESLL,constant %
0x18551,KFMRES,table %
0x18569,KFMRESFS,table %
0x18581,KFMRESK,table %
0x18599,KFMRESKH,table -
0x185B1,KFMRESNL,table %
0x185C9,KFMRESPS,curve %
0x185E1,KFMRESTA,table %
0x185F2,KLDNLLDE,axis 1/min
0x185F8,KLDNLLDE,table 1/min/s
0x185FE,KLMRESLI,curve %
0x18609,KLMRESTM,axis Grad C
0x18613,KLMRESTM,table %
0x1861E,KLMRHO,axis -
0x18628,KLMRHO,curve %
0x18632,LIVFZDE,constant km/h
0x18637,MRESLL,constant %
0x1863C,VANF,constant km/h
0x18691,"Map """"Bosch II 8""""",axis -
0x18697,"Map """"Bosch II 8""""",axis -
0x1869D,"Map """"Bosch II 8""""",table -
0x186C3,"Map """"Bosch II 8""""",axis -
0x186C9,"Map """"Bosch II 8""""",axis -
0x186CF,"Map """"Bosch II 8""""",table -
